,model,validation f1 mean,validation f1 std,validation precision mean,validation precision std,validation recall mean,validation recall std,validation loss mean,validation loss std,validation auc mean,validation auc std
13,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
14,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
15,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
16,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
17,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
18,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
19,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
20,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.237088922,0.135912523,0.146427682,0.088507157,0.75288961,0.278378609,0.769118011,0.018782317,0.370425992,0.152707801
21,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.237088922,0.135912523,0.146427682,0.088507157,0.75288961,0.278378609,0.769118011,0.018782317,0.370425992,0.152707801
22,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.237088922,0.135912523,0.146427682,0.088507157,0.75288961,0.278378609,0.769118011,0.018782317,0.370425992,0.152707801
23,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.237088922,0.135912523,0.146427682,0.088507157,0.75288961,0.278378609,0.769118011,0.018782317,0.370425992,0.152707801
24,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
25,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
26,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
27,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
28,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
29,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
30,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
31,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
32,g__conpool__allergy_None__CNNLSTM__None.pth,0.235507271,0.152088134,0.221622482,0.196113232,0.436071429,0.287345566,0.682480359,0.004826157,0.47235507,0.179364739
33,g_df_conpool__allergy_None__CNNLSTM_padded_None.pth,0.235507271,0.152088134,0.221622482,0.196113232,0.436071429,0.287345566,0.682480359,0.004826157,0.47235507,0.179364739
34,g_df_conpool__allergy_None__CNNLSTM__None.pth,0.235507271,0.152088134,0.221622482,0.196113232,0.436071429,0.287345566,0.682480359,0.004826157,0.47235507,0.179364739
35,g__conpool__allergy_None__CNNLSTM_padded_None.pth,0.235507271,0.152088134,0.221622482,0.196113232,0.436071429,0.287345566,0.682480359,0.004826157,0.47235507,0.179364739
36,g____allergy_None__CNNLSTM_padded_None.pth,0.248923203,0.117566518,0.34207833,0.246771174,0.344134199,0.221319483,0.679255259,0.007334341,0.494729579,0.145312352
37,g_df___allergy_None__CNNLSTM_padded_None.pth,0.248923203,0.117566518,0.34207833,0.246771174,0.344134199,0.221319483,0.679255259,0.007334341,0.494729579,0.145312352
38,g____allergy_None__CNNLSTM__None.pth,0.248923203,0.117566518,0.34207833,0.246771174,0.344134199,0.221319483,0.679255259,0.007334341,0.494729579,0.145312352
39,g_df___allergy_None__CNNLSTM__None.pth,0.248923203,0.117566518,0.34207833,0.246771174,0.344134199,0.221319483,0.679255259,0.007334341,0.494729579,0.145312352
40,g__conpool__allergy_None__LSTM_padded_None.pth,0.315181827,0.129555883,0.268737774,0.123530831,0.462521645,0.156656807,0.702277565,0.003933232,0.526756673,0.17389823
41,g__conpool__allergy_None__LSTM__None.pth,0.315181827,0.129555883,0.268737774,0.123530831,0.462521645,0.156656807,0.702277565,0.003933232,0.526756673,0.17389823
42,g_df_conpool__allergy_None__LSTM__None.pth,0.315181827,0.129555883,0.268737774,0.123530831,0.462521645,0.156656807,0.702277565,0.003933232,0.526756673,0.17389823
43,g_df_conpool__allergy_None__LSTM_padded_None.pth,0.315181827,0.129555883,0.268737774,0.123530831,0.462521645,0.156656807,0.702277565,0.003933232,0.526756673,0.17389823
44,_df___allergy_None__LSTM__None.pth,0.347543362,0.137249484,0.312581699,0.142844274,0.737334055,0.251409568,0.666596657,0.008271322,0.542013022,0.172678204
45,_df___allergy_None__LSTM_padded_None.pth,0.347543362,0.137249484,0.312581699,0.142844274,0.737334055,0.251409568,0.666596657,0.008271322,0.542013022,0.172678204
46,_df___allergy_None__CNNLSTM_padded_None.pth,0.316028634,0.104131031,0.397813279,0.249230427,0.628528139,0.20617332,0.679255259,0.007334341,0.547297787,0.154500924
47,_df___allergy_None__CNNLSTM__None.pth,0.316028634,0.104131031,0.397813279,0.249230427,0.628528139,0.20617332,0.679255259,0.007334341,0.547297787,0.154500924
48,g____mmc7_None__CNNLSTM__None.pth,0.517894635,0.075427603,0.547256539,0.084949206,0.952926829,0.03043752,0.681573004,0.001468298,0.605564173,0.063243523
49,g_df___mmc7_None__CNNLSTM__None.pth,0.517894635,0.075427603,0.547256539,0.084949206,0.952926829,0.03043752,0.681573004,0.001468298,0.605564173,0.063243523
50,g____mmc7_None__CNNLSTM_padded_None.pth,0.517894635,0.075427603,0.547256539,0.084949206,0.952926829,0.03043752,0.681573004,0.001468298,0.605564173,0.063243523
51,g_df___mmc7_None__CNNLSTM_padded_None.pth,0.517894635,0.075427603,0.547256539,0.084949206,0.952926829,0.03043752,0.681573004,0.001468298,0.605564173,0.063243523
52,g__conpool__allergy_None_PCA_CNNLSTM__None.pth,0.344157767,0.116614651,0.255703222,0.11398868,0.825670996,0.121178149,0.702509058,0.003705728,0.633955227,0.111789731
53,g_df_conpool__allergy_None_PCA_CNNLSTM_padded_None.pth,0.344157767,0.116614651,0.255703222,0.11398868,0.825670996,0.121178149,0.702509058,0.003705728,0.633955227,0.111789731
54,g__conpool__allergy_None_PCA_CNNLSTM_padded_None.pth,0.344157767,0.116614651,0.255703222,0.11398868,0.825670996,0.121178149,0.702509058,0.003705728,0.633955227,0.111789731
55,g_df_conpool__allergy_None_PCA_CNNLSTM__None.pth,0.344157767,0.116614651,0.255703222,0.11398868,0.825670996,0.121178149,0.702509058,0.003705728,0.633955227,0.111789731
56,g_df___allergy_None_PCA_LSTM_padded_None.pth,0.347625667,0.112039392,0.227325462,0.087053675,0.789004329,0.118790269,0.691936773,0.004343144,0.634371782,0.110444931
57,g____allergy_None_PCA_LSTM__None.pth,0.347625667,0.112039392,0.227325462,0.087053675,0.789004329,0.118790269,0.691936773,0.004343144,0.634371782,0.110444931
58,g____allergy_None_PCA_LSTM_padded_None.pth,0.347625667,0.112039392,0.227325462,0.087053675,0.789004329,0.118790269,0.691936773,0.004343144,0.634371782,0.110444931
59,g_df___allergy_None_PCA_LSTM__None.pth,0.347625667,0.112039392,0.227325462,0.087053675,0.789004329,0.118790269,0.691936773,0.004343144,0.634371782,0.110444931
60,_df___allergy_None_PCA_LSTM__None.pth,0.360075343,0.108258167,0.238052016,0.085765218,0.799004329,0.115026264,0.691936773,0.004343144,0.649658375,0.10832448
61,_df___allergy_None_PCA_LSTM_padded_None.pth,0.360075343,0.108258167,0.238052016,0.085765218,0.799004329,0.115026264,0.691936773,0.004343144,0.649658375,0.10832448
62,g_df_conpool__mmc7_None_PCA_LSTM_padded_None.pth,0.513521471,0.072911197,0.553442962,0.080015613,0.547256098,0.133715564,0.691746682,0.002328284,0.657246449,0.067749313
63,g__conpool__mmc7_None_PCA_LSTM__None.pth,0.513521471,0.072911197,0.553442962,0.080015613,0.547256098,0.133715564,0.691746682,0.002328284,0.657246449,0.067749313
64,g_df_conpool__mmc7_None_PCA_LSTM__None.pth,0.513521471,0.072911197,0.553442962,0.080015613,0.547256098,0.133715564,0.691746682,0.002328284,0.657246449,0.067749313
65,g__conpool__mmc7_None_PCA_LSTM_padded_None.pth,0.513521471,0.072911197,0.553442962,0.080015613,0.547256098,0.133715564,0.691746682,0.002328284,0.657246449,0.067749313
66,self_distil_____allergy_None__CNNLSTM_padded_mice.pth,0.373199092,0.150303737,0.265598611,0.119722247,0.856424964,0.125593418,3.922611642,0.024631908,0.659187201,0.088431151
67,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.364385031,0.154817159,0.270553927,0.122316395,0.780667388,0.206426485,0.769118011,0.018782317,0.661915331,0.135281219
68,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.364385031,0.154817159,0.270553927,0.122316395,0.780667388,0.206426485,0.769118011,0.018782317,0.661915331,0.135281219
69,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.364385031,0.154817159,0.270553927,0.122316395,0.780667388,0.206426485,0.769118011,0.018782317,0.661915331,0.135281219
70,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.364385031,0.154817159,0.270553927,0.122316395,0.780667388,0.206426485,0.769118011,0.018782317,0.661915331,0.135281219
71,allergy__LSTM_padded_None.pth,0.401585896,0.160274441,0.35571988,0.247315579,0.847334055,0.124739511,0.666419321,0.008638213,0.663158335,0.085849874
72,allergy_None__LSTM_padded_GAIN.pth,0.401585896,0.160274441,0.35571988,0.247315579,0.847334055,0.124739511,0.666419303,0.008638199,0.663297224,0.085968826
73,____allergy_None__LSTM_padded_GAIN.pth,0.401585896,0.160274441,0.35571988,0.247315579,0.847334055,0.124739511,0.666419303,0.008638199,0.663297224,0.085968826
74,allergy_None__LSTM__GAIN.pth,0.377873479,0.15320746,0.340461349,0.250118207,0.833048341,0.13082977,0.666446662,0.008605781,0.666653153,0.117316587
75,allergy__LSTM__None.pth,0.385205006,0.154807984,0.35999667,0.251651835,0.833048341,0.13082977,0.666378546,0.008629965,0.668033611,0.105324139
76,allergy__LSTM__mean.pth,0.385205006,0.154807984,0.35999667,0.251651835,0.833048341,0.13082977,0.666378546,0.008629965,0.668033611,0.105324139
77,allergy__LSTM__mice.pth,0.385205006,0.154807984,0.35999667,0.251651835,0.833048341,0.13082977,0.666378546,0.008629965,0.668033611,0.105324139
78,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.394941493,0.148503646,0.301703374,0.124798371,0.856424964,0.125593418,0.701848024,0.001827265,0.668869044,0.081395198
79,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.394941493,0.148503646,0.301703374,0.124798371,0.856424964,0.125593418,0.701848024,0.001827265,0.668869044,0.081395198
80,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.394941493,0.148503646,0.301703374,0.124798371,0.856424964,0.125593418,0.701848024,0.001827265,0.668869044,0.081395198
81,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.394941493,0.148503646,0.301703374,0.124798371,0.856424964,0.125593418,0.701848024,0.001827265,0.668869044,0.081395198
82,g_df___allergy_None_PCA_CNNLSTM_padded_None.pth,0.376250397,0.146006205,0.285441599,0.127783667,0.725786436,0.128076484,0.680541444,0.005436485,0.6688778,0.082019585
83,g____allergy_None_PCA_CNNLSTM_padded_None.pth,0.376250397,0.146006205,0.285441599,0.127783667,0.725786436,0.128076484,0.680541444,0.005436485,0.6688778,0.082019585
84,g_df___allergy_None_PCA_CNNLSTM__None.pth,0.376250397,0.146006205,0.285441599,0.127783667,0.725786436,0.128076484,0.680541444,0.005436485,0.6688778,0.082019585
85,g____allergy_None_PCA_CNNLSTM__None.pth,0.376250397,0.146006205,0.285441599,0.127783667,0.725786436,0.128076484,0.680541444,0.005436485,0.6688778,0.082019585
86,self_distil_____allergy_None_PCA_CNNLSTM_padded_mice.pth,0.386149261,0.15101504,0.279673247,0.122713843,0.856424964,0.125593418,4.013351107,0.015784026,0.673016724,0.080136141
87,g_df_conpool__allergy_None_PCA_LSTM_padded_None.pth,0.380659604,0.141774767,0.281190072,0.124089136,0.691183261,0.149947878,0.689478505,0.001715988,0.674002239,0.073284403
88,g__conpool__allergy_None_PCA_LSTM_padded_None.pth,0.380659604,0.141774767,0.281190072,0.124089136,0.691183261,0.149947878,0.689478505,0.001715988,0.674002239,0.073284403
89,g__conpool__allergy_None_PCA_LSTM__None.pth,0.380659604,0.141774767,0.281190072,0.124089136,0.691183261,0.149947878,0.689478505,0.001715988,0.674002239,0.073284403
90,g_df_conpool__allergy_None_PCA_LSTM__None.pth,0.380659604,0.141774767,0.281190072,0.124089136,0.691183261,0.149947878,0.689478505,0.001715988,0.674002239,0.073284403
91,allergy_class__LSTM_padded_None.pth,0.386798694,0.147479652,0.414642857,0.240157763,0.812135642,0.117123258,0.670474952,0.004967951,0.674344041,0.088762745
92,allergy_class__CNNLSTM__mean.pth,0.377795483,0.146812715,0.271175327,0.120951494,0.856424964,0.125593418,0.727346915,0.003876648,0.677714235,0.072037507
93,allergy_class__CNNLSTM_padded_mean.pth,0.377795483,0.146812715,0.271175327,0.120951494,0.856424964,0.125593418,0.727346915,0.003876648,0.677714235,0.072037507
94,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.390005439,0.14777825,0.334637246,0.146394097,0.834635642,0.118228608,0.700495863,0.003643976,0.679687785,0.093756622
95,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.390005439,0.14777825,0.334637246,0.146394097,0.834635642,0.118228608,0.700495863,0.003643976,0.679687785,0.093756622
96,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.390005439,0.14777825,0.334637246,0.146394097,0.834635642,0.118228608,0.700495863,0.003643976,0.679687785,0.093756622
97,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.390005439,0.14777825,0.334637246,0.146394097,0.834635642,0.118228608,0.700495863,0.003643976,0.679687785,0.093756622
98,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.385108688,0.143511087,0.350732697,0.24582628,0.856424964,0.125593418,0.700495863,0.003643976,0.68057796,0.088108071
99,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.385108688,0.143511087,0.350732697,0.24582628,0.856424964,0.125593418,0.700495863,0.003643976,0.68057796,0.088108071
100,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.385108688,0.143511087,0.350732697,0.24582628,0.856424964,0.125593418,0.700495863,0.003643976,0.68057796,0.088108071
101,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.385108688,0.143511087,0.350732697,0.24582628,0.856424964,0.125593418,0.700495863,0.003643976,0.68057796,0.088108071
102,__conpool__allergy_None__LSTM_padded_GAIN.pth,0.387179186,0.145829491,0.335296189,0.143302648,0.758080808,0.141953788,0.70409441,0.005475617,0.681763264,0.085944209
103,_df_conpool__allergy_None__LSTM_padded_None.pth,0.395036848,0.152552003,0.411102501,0.270014974,0.795775613,0.146956595,0.702277565,0.003933232,0.682639391,0.093436102
104,_df_conpool__allergy_None__LSTM__None.pth,0.395036848,0.152552003,0.411102501,0.270014974,0.795775613,0.146956595,0.702277565,0.003933232,0.682639391,0.093436102
105,allergy_class__CNNLSTM_padded_mice.pth,0.382673992,0.150390393,0.271221443,0.121420769,0.856424964,0.125593418,0.727346915,0.003876648,0.684299859,0.077310238
106,allergy_class__CNNLSTM__mice.pth,0.382673992,0.150390393,0.271221443,0.121420769,0.856424964,0.125593418,0.727346915,0.003876648,0.684299859,0.077310238
107,allergy_class__LSTM__mean.pth,0.388436922,0.145061732,0.310064103,0.128877453,0.812135642,0.117123258,0.670633847,0.004877357,0.684368308,0.094630259
108,allergy_class__LSTM__None.pth,0.388436922,0.145061732,0.310064103,0.128877453,0.812135642,0.117123258,0.670633847,0.004877357,0.684368308,0.094630259
109,allergy_class__LSTM__mice.pth,0.388436922,0.145061732,0.310064103,0.128877453,0.812135642,0.117123258,0.670633847,0.004877357,0.684368308,0.094630259
110,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.383924714,0.145767495,0.286113414,0.117555701,0.830191198,0.120674849,0.701848024,0.001827265,0.68563077,0.066016017
111,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.383924714,0.145767495,0.286113414,0.117555701,0.830191198,0.120674849,0.701848024,0.001827265,0.68563077,0.066016017
112,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.383924714,0.145767495,0.286113414,0.117555701,0.830191198,0.120674849,0.701848024,0.001827265,0.68563077,0.066016017
113,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.383924714,0.145767495,0.286113414,0.117555701,0.830191198,0.120674849,0.701848024,0.001827265,0.68563077,0.066016017
114,allergy_PCA_CNNLSTM__mean.pth,0.39559391,0.152364104,0.340667098,0.249306385,0.792135642,0.133428945,0.680095577,0.005614064,0.685898001,0.077160382
115,allergy_PCA_CNNLSTM_padded_mean.pth,0.39559391,0.152364104,0.340667098,0.249306385,0.792135642,0.133428945,0.680095577,0.005614064,0.685898001,0.077160382
116,allergy_phylum__CNNLSTM__mice.pth,0.383195047,0.150663148,0.309469317,0.140443335,0.856424964,0.125593418,0.673960036,0.010219494,0.688012708,0.088804702
117,allergy_phylum__CNNLSTM_padded_mice.pth,0.383195047,0.150663148,0.309469317,0.140443335,0.856424964,0.125593418,0.673960036,0.010219494,0.688012708,0.088804702
118,allergy_phylum__LSTM_padded_None.pth,0.381063494,0.147873605,0.274899898,0.12398752,0.806580087,0.114642146,0.677536035,0.004778359,0.688065006,0.080616961
119,allergy_phylum__CNNLSTM_padded_mean.pth,0.384057148,0.149559015,0.315206097,0.141828416,0.856424964,0.125593418,0.673960036,0.010219494,0.688486682,0.088802875
120,allergy_phylum__CNNLSTM__mean.pth,0.384057148,0.149559015,0.315206097,0.141828416,0.856424964,0.125593418,0.673960036,0.010219494,0.688486682,0.088802875
121,allergy_PCA_CNNLSTM_padded_mice.pth,0.396708321,0.154842059,0.305006338,0.146967994,0.792135642,0.133428945,0.680095577,0.005614064,0.688583834,0.082614304
122,allergy_PCA_CNNLSTM__mice.pth,0.396708321,0.154842059,0.305006338,0.146967994,0.792135642,0.133428945,0.680095577,0.005614064,0.688583834,0.082614304
123,allergy_class__LSTM_padded_mean.pth,0.389931541,0.152556207,0.372021011,0.253262559,0.806580087,0.114642146,0.670634341,0.004897947,0.689037241,0.085822662
124,allergy_class__LSTM_padded_mice.pth,0.389931541,0.152556207,0.372021011,0.253262559,0.799437229,0.113488677,0.670634341,0.004897947,0.689106685,0.085871106
125,_df_conpool__allergy_None_PCA_LSTM_padded_None.pth,0.410011476,0.168953734,0.354813878,0.206147148,0.741024531,0.136429568,0.689478505,0.001715988,0.692323469,0.078763904
126,_df_conpool__allergy_None_PCA_LSTM__None.pth,0.410011476,0.168953734,0.354813878,0.206147148,0.741024531,0.136429568,0.689478505,0.001715988,0.692323469,0.078763904
127,_df___allergy_None_PCA_CNNLSTM__None.pth,0.392376644,0.146887185,0.330895824,0.151108685,0.751341991,0.124921437,0.680541444,0.005436485,0.692855316,0.085564823
128,_df___allergy_None_PCA_CNNLSTM_padded_None.pth,0.392376644,0.146887185,0.330895824,0.151108685,0.751341991,0.124921437,0.680541444,0.005436485,0.692855316,0.085564823
129,__conpool__allergy_None__LSTM_padded_mice.pth,0.412593636,0.161382902,0.348117854,0.160580707,0.812016595,0.119127646,0.702058607,0.003719273,0.693987243,0.090395816
130,__conpool__allergy_None__LSTM_padded_mean.pth,0.412593636,0.161382902,0.348117854,0.160580707,0.812016595,0.119127646,0.702058595,0.003719251,0.6941107,0.090344072
131,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
132,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
133,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
134,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
135,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
136,g_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
137,g_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
138,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
139,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
140,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
141,g_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
142,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
143,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
144,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
145,g_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
